Feat,Algorithm,Channel_Pos,Gaussian_simu,Accuracy,std
feat_TD4_cv_5,lda,All,1.0,0.999378881988,0.00186335403727
feat_TD4,lda,S0,False,0.920795339412,0.0370369692442
feat_TD4,lda,S0,True,0.790134245187,0.0496363818513
feat_TD4,lda,U1,False,0.880319148936,0.0180633914031
feat_TD4,lda,U1,True,0.743173758865,0.071550111446
feat_TD4,lda,U2,False,0.933358662614,0.0363824632819
feat_TD4,lda,U2,True,0.711765450861,0.150993604767
feat_TD4,lda,D1,False,0.926709726444,0.0479659872716
feat_TD4,lda,D1,True,0.75899189463,0.0694656041299
feat_TD4,lda,D2,False,0.957142857143,0.0502474037867
feat_TD4,lda,D2,True,0.898543566363,0.0733790768599
feat_TD4,lda,L1,False,0.926811043566,0.0347432519882
feat_TD4,lda,L1,True,0.746010638298,0.0663803443602
feat_TD4,lda,L2,False,0.885625633232,0.0351685090163
feat_TD4,lda,L2,True,0.70428064843,0.0483203248737
feat_TD4,lda,R1,False,0.922581053698,0.0389231726987
feat_TD4,lda,R1,True,0.706560283688,0.0590059850107
feat_TD4,lda,R2,False,0.933320668693,0.0415033422539
feat_TD4,lda,R2,True,0.677190982776,0.0323006778984
