subject,action,feature,group,U1,U2,D1,D2,L1,L2,R1,R2
subject_2,3,ZC,3,0.0365697015489,0.0828862863619,0.0145069890442,0.00158670192671,0.0413298073291,0.160634680771,0.0582546278806,0.0592368719305
subject_2,3,SSC,3,0.0242487875606,0.0418729063547,0.0105744712764,0.011199440028,0.0344982750862,0.0965451727414,0.0964951752412,0.0162241887906
subject_2,3,WL,3,0.0220967726415,0.166790569854,0.0151933932839,0.0781236780811,0.162535621311,0.340588556238,0.0180103869854,0.25328875688
subject_2,3,MAV,4,0.0412435220264,0.243774703597,0.00724678865172,0.0586714854289,0.186362781538,0.428715877554,0.0077977786466,0.199348014138
subject_2,3,ZC,4,0.0365697015489,0.0828862863619,0.0145069890442,0.00158670192671,0.0413298073291,0.160634680771,0.0582546278806,0.0592368719305
subject_2,3,SSC,4,0.0242487875606,0.0418729063547,0.0105744712764,0.011199440028,0.0344982750862,0.0965451727414,0.0964951752412,0.0162241887906
subject_2,3,WL,4,0.0220967726415,0.166790569854,0.0151933932839,0.0781236780811,0.162535621311,0.340588556238,0.0180103869854,0.25328875688
subject_2,4,MAV,1,0.0541310159408,0.121939267373,0.148483349493,0.23175019433,0.00237571335782,0.138621080784,0.303202594919,0.524354928384
subject_2,4,ZC,1,0.0467928083536,0.187328256261,0.0293632723561,0.0813378346549,0.0650074585852,0.23883175002,0.0928790138965,0.22250137395
subject_2,4,SSC,1,0.0198805573988,0.0501128069011,0.00246848042468,0.0200132714001,0.0197743861977,0.0590577305906,0.0349303251493,0.0899800928998
subject_2,4,WL,1,0.0379737303204,0.0295801829781,0.137234161909,0.170037536379,0.0629963142216,0.0817894538257,0.252443657998,0.417607225875
subject_2,4,MAV,2,0.101347096556,0.215974497338,0.130311506419,0.213625743564,0.33703393637,0.958691118576,0.0662420272222,0.103386359895
subject_2,4,ZC,2,0.0068443197756,0.00897615708275,0.0274333800842,0.0401122019635,0.126451612903,0.219074333801,0.0376437587658,0.0380925666199
subject_2,4,SSC,2,0.0098128293658,0.0191410745654,0.0064510267127,0.00475498213096,0.0383730086619,0.101187231207,0.00345266218426,0.0101762674905
subject_2,4,WL,2,0.106779324139,0.214861770163,0.111152503492,0.186218123205,0.123142098577,0.44165936815,0.0368035892902,0.071448138629
subject_2,4,MAV,3,0.0560858099302,0.119893506624,0.222356166177,0.350241094065,0.281325335302,0.123745623182,0.0246434213469,0.381624980428
subject_2,4,ZC,3,0.0948814946344,0.0633057978847,0.00254767235389,0.0281015980854,0.0184513240176,0.174940168301,0.366247201421,0.0888597236162
subject_2,4,SSC,3,0.0262213490504,0.0328487229862,0.0290766208251,0.0452128356254,0.00288146692862,0.0552717747217,0.200733464309,0.0328225278324
subject_2,4,WL,3,0.0135036192939,0.0923518743956,0.245989775532,0.332349208139,0.328862182875,0.0212331968153,0.261720559204,0.344508545658
subject_2,4,MAV,4,0.0560858099302,0.119893506624,0.222356166177,0.350241094065,0.281325335302,0.123745623182,0.0246434213469,0.381624980428
subject_2,4,ZC,4,0.0948814946344,0.0633057978847,0.00254767235389,0.0281015980854,0.0184513240176,0.174940168301,0.366247201421,0.0888597236162
subject_2,4,SSC,4,0.0262213490504,0.0328487229862,0.0290766208251,0.0452128356254,0.00288146692862,0.0552717747217,0.200733464309,0.0328225278324
subject_2,4,WL,4,0.0135036192939,0.0923518743956,0.245989775532,0.332349208139,0.328862182875,0.0212331968153,0.261720559204,0.344508545658
subject_2,5,MAV,1,0.185423771961,0.101472274703,0.0505229585236,0.0855042183555,0.110248059017,0.312386662625,0.234537287779,0.145304103247
subject_2,5,ZC,1,0.0218896287994,0.050042856201,0.0799103316411,0.0377134568471,0.0256477879607,0.0531416891936,0.0508340476033,0.161732709171
subject_2,5,SSC,1,0.00303172860802,0.0057759657101,0.0268412524175,0.0117871517432,0.023548167895,0.0457372850348,0.0218754900423,0.078798808217
subject_2,5,WL,1,0.220982570005,0.152749128723,0.1128602581,0.0959130839784,0.0971931851907,0.286529729777,0.28002535134,0.285893478619
subject_2,5,MAV,2,0.133752603526,0.22408800895,0.146596099533,0.328045189744,0.276828628187,0.143523337935,0.26715383193,0.577536047551
subject_2,5,ZC,2,0.0127687678873,0.085492037866,0.134218830263,0.219343949512,0.0669993395465,0.0564320833639,0.109268364277,0.187275262347
subject_2,5,SSC,2,0.0110809588422,0.0377657168702,0.0420624151967,0.0957083270516,0.037162671491,0.0175636966682,0.030679933665,0.0615106286748
subject_2,5,WL,2,0.132086398046,0.162807310295,0.00760819492254,0.156080627112,0.191902885167,0.201697275253,0.189378652564,0.506177894583
subject_2,5,MAV,3,0.172710581771,0.123251411359,0.139474913255,0.0874109744193,0.222840767471,0.373356353869,0.125658871766,0.0144910791525
subject_2,5,ZC,3,0.0434031111965,0.0656808142885,0.00108827859932,0.0101786057231,0.0141476217912,0.0128672940273,0.0189488509058,0.0684335189809
subject_2,5,SSC,3,0.00547880567279,0.0148373397646,0.021390935067,0.0203161454374,0.0171966340735,0.0186908538024,0.0598474323014,0.0182189949406
subject_2,5,WL,3,0.148457991087,0.0590214588033,0.143140474787,0.118639629301,0.241238081968,0.383903179633,0.0655282156613,0.0759592466564
subject_2,5,MAV,4,0.172710581771,0.123251411359,0.139474913255,0.0874109744193,0.222840767471,0.373356353869,0.125658871766,0.0144910791525
subject_2,5,ZC,4,0.0434031111965,0.0656808142885,0.00108827859932,0.0101786057231,0.0141476217912,0.0128672940273,0.0189488509058,0.0684335189809
