subject,action,feature,group,means_shift,std_shift
subject_5,4,ZC,2,-0.03388969319,1.43806194153
subject_5,4,SSC,2,0.0457035325682,0.257503844604
subject_5,4,WL,2,0.154612068692,132.599630259
subject_5,4,MAV,3,0.0442214463655,0.466990427099
subject_5,4,ZC,3,0.00253204126289,0.354754739016
subject_5,4,SSC,3,0.00468304793071,0.222809124138
subject_5,4,WL,3,0.0433791954247,68.4781625616
subject_5,4,MAV,4,0.0442214463655,0.466990427099
subject_5,4,ZC,4,0.00253204126289,0.354754739016
subject_5,4,SSC,4,0.00468304793071,0.222809124138
subject_5,4,WL,4,0.0433791954247,68.4781625616
subject_5,5,MAV,1,-0.342589323849,8.31183981444
subject_5,5,ZC,1,0.107643442623,0.274483303413
subject_5,5,SSC,1,-0.0571999425727,0.269885660086
subject_5,5,WL,1,-0.29439218882,1307.00846931
subject_5,5,MAV,2,0.220083344925,9.19538648646
subject_5,5,ZC,2,0.0175011635123,0.900954882501
subject_5,5,SSC,2,-0.00315001115048,0.433329931381
subject_5,5,WL,2,0.215646467189,1299.06006077
subject_5,5,MAV,3,0.087328640506,7.91949052536
subject_5,5,ZC,3,-0.0208789567987,0.480208867709
subject_5,5,SSC,3,0.0167699138573,0.511868988219
subject_5,5,WL,3,0.0766482460839,1609.45691985
subject_5,5,MAV,4,0.087328640506,7.91949052536
subject_5,5,ZC,4,-0.0208789567987,0.480208867709
subject_5,5,SSC,4,0.0167699138573,0.511868988219
subject_5,5,WL,4,0.0766482460839,1609.45691985
subject_5,6,MAV,1,0.226829147839,0.868893719325
subject_5,6,ZC,1,-0.0213202836674,0.559311890573
subject_5,6,SSC,1,0.0384201374514,0.395611138588
subject_5,6,WL,1,0.181747898371,189.587503618
subject_5,6,MAV,2,-0.0751017102079,1.01440735536
subject_5,6,ZC,2,0.0637447318403,0.782799568354
subject_5,6,SSC,2,-0.00181089246979,0.22686826957
subject_5,6,WL,2,-0.0220301903208,106.098320009
subject_5,6,MAV,3,0.110780711826,3.28593720582
subject_5,6,ZC,3,0.0630096782866,0.426191224393
subject_5,6,SSC,3,-0.0162937743191,0.421721850618
subject_5,6,WL,3,0.185045771877,456.890393952
subject_5,6,MAV,4,0.110780711826,3.28593720582
subject_5,6,ZC,4,0.0630096782866,0.426191224393
subject_5,6,SSC,4,-0.0162937743191,0.421721850618
subject_5,6,WL,4,0.185045771877,456.890393952
subject_5,7,MAV,1,2.58738463432,0.156250966798
subject_5,7,ZC,1,-0.110182207931,1.30740880682
subject_5,7,SSC,1,0.218403024668,2.13886480283
subject_5,7,WL,1,2.18654200281,27.3509792719
subject_5,7,MAV,2,0.787022995746,0.0312463106681
subject_5,7,ZC,2,0.0369320567733,1.48215256169
subject_5,7,SSC,2,-0.0461149965242,2.46588219394
subject_5,7,WL,2,0.786200459718,7.39844758738
subject_5,7,MAV,3,0.148289020332,0.391995297507
subject_5,7,ZC,3,0.00404218647406,1.17898733317
subject_5,7,SSC,3,-0.0109007125155,1.1746203327
subject_5,7,WL,3,0.139703552763,64.8271899388
subject_5,7,MAV,4,0.148289020332,0.391995297507
subject_5,7,ZC,4,0.00404218647406,1.17898733317
subject_5,7,SSC,4,-0.0109007125155,1.1746203327
subject_5,7,WL,4,0.139703552763,64.8271899388
