Feat,Algorithm,Channel_Pos,Gaussian_simu,Accuracy,std
feat_TD4_cv_5,lda,All,1.0,0.994616977226,0.00900963143927
feat_TD4,lda,U1,False,0.951849037487,0.0416901916202
feat_TD4,lda,U1,True,0.93399189463,0.037655185371
feat_TD4,lda,U2,False,0.961372847011,0.0476120916636
feat_TD4,lda,U2,True,0.856496960486,0.0295663996216
feat_TD4,lda,D1,False,0.957218844985,0.0433782437724
feat_TD4,lda,D1,True,0.914260385005,0.0494550393903
feat_TD4,lda,D2,False,0.945883991895,0.0428078069435
feat_TD4,lda,D2,True,0.883333333333,0.047522222991
feat_TD4,lda,L1,False,0.965514184397,0.0499599369967
feat_TD4,lda,L1,True,0.93630952381,0.0437651820111
feat_TD4,lda,L2,False,0.958371327254,0.047545438133
feat_TD4,lda,L2,True,0.914260385005,0.043223584365
feat_TD4,lda,R1,False,0.961980749747,0.044530766391
feat_TD4,lda,R1,True,0.923277608916,0.0330115602229
feat_TD4,lda,R2,False,0.954179331307,0.0493698901835
feat_TD4,lda,R2,True,0.929166666667,0.0435541860236
