Feat,Algorithm,Channel_Pos,Gaussian_simu,Accuracy,std
feat_TD4_cv_5,lda,All,1.0,0.996428571429,0.00607026132571
feat_TD4,lda,S0,False,0.965501519757,0.0523043573687
feat_TD4,lda,S0,True,0.875975177305,0.139576389096
feat_TD4,lda,U1,False,0.934409827761,0.0737402899881
feat_TD4,lda,U1,True,0.87774822695,0.140254265226
feat_TD4,lda,U2,False,0.91053698075,0.08676128498
feat_TD4,lda,U2,True,0.896846504559,0.1299760011
feat_TD4,lda,D1,False,0.968465045593,0.054321003078
feat_TD4,lda,D1,True,0.901760385005,0.122866813391
feat_TD4,lda,D2,False,0.97147922999,0.0512967901302
feat_TD4,lda,D2,True,0.91484295846,0.11646142124
feat_TD4,lda,L1,False,0.964298378926,0.0525786144827
feat_TD4,lda,L1,True,0.889703647416,0.130257629063
feat_TD4,lda,L2,False,0.954660587639,0.0616396644609
feat_TD4,lda,L2,True,0.886106889564,0.132158538324
feat_TD4,lda,R1,False,0.95353343465,0.0560871352283
feat_TD4,lda,R1,True,0.916654002026,0.110935970234
feat_TD4,lda,R2,False,0.974506079027,0.0466518937723
feat_TD4,lda,R2,True,0.92380952381,0.111065750378
